Номера заказа,,Дата сделки,Вид операции,Вид возврата / обмена,Лид,АК,Тип,Классификация направлений,Price,CPA,"CPA, руб."
40858291,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,528.00",0.045,968.76,
40858307,10-09-2025,SALE,,d1,XZ,Регулярка,OW,"5,637.00",0.045,253.67,
40858360,10-09-2025,SALE,,d1,СУ,Чартер,OW,"9,707.00",0.025,242.68,
40858394,10-09-2025,SALE,,d1,СУ,Чартер,OW,"9,728.00",0.025,243.20,
40858371,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,834.00",0.04,273.36,
40858414,10-09-2025,SALE,,d1,U2,Регулярка,OW,"6,975.00",0.045,313.88,
40858428,10-09-2025,SALE,,d1,2S,Чартер,OW,"8,944.00",0.045,402.48,
40858448,10-09-2025,SALE,,d1,4V,Чартер,OW,"9,237.00",0.04,369.48,
40858467,10-09-2025,SALE,,d1,PC,Чартер,OW,"10,273.00",0.045,462.29,
40858538,10-09-2025,SALE,,d1,3F,Регулярка,OW,"9,399.00",0.025,234.98,
40858562,10-09-2025,SALE,,d1,4M,Чартер,OW,"10,203.00",0.04,408.12,
40858565,10-09-2025,SALE,,d1,5J,Регулярка,OW,"13,663.00",0.045,614.84,
40858586,10-09-2025,SALE,,d1,2S,Чартер,OW,"8,944.00",0.045,402.48,
40858590,10-09-2025,SALE,,d1,C6,Чартер,OW,"19,466.00",0.045,875.97,
40858596,10-09-2025,SALE,,d1,ХИ,Чартер,OW,"21,468.00",0.04,858.72,
40858597,10-09-2025,SALE,,d1,3F,Регулярка,OW,"20,432.00",0.025,510.80,
40858629,10-09-2025,SALE,,d1,ХИ,Чартер,OW,"26,824.00",0.04,"1,072.96",
40858671,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"8,846.00",0.04,353.84,
40858719,10-09-2025,SALE,,d1,СУ,Чартер,OW,"6,616.00",0.025,165.40,
40858734,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,528.00",0.045,968.76,
40858758,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,360.00",0.045,961.20,
40858785,10-09-2025,SALE,,d1,4M,Чартер,OW,"12,250.00",0.04,490.00,
40858778,10-09-2025,SALE,,d1,7Q,Чартер,OW,"20,114.00",0.04,804.56,
40858799,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,528.00",0.045,968.76,
40858803,10-09-2025,SALE,,d1,3F,Регулярка,OW,"9,232.00",0.025,230.80,
40858813,10-09-2025,SALE,,d1,ХИ,Чартер,OW,"26,824.00",0.04,"1,072.96",
40858825,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,528.00",0.045,968.76,
40858840,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,528.00",0.045,968.76,
40858836,10-09-2025,SALE,,d1,3F,Регулярка,RT,"17,759.00",0.025,443.98,
40858860,10-09-2025,SALE,,d1,3F,Регулярка,OW,"7,155.00",0.025,178.88,
40858871,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,528.00",0.045,968.76,
40858887,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,528.00",0.045,968.76,
40858881,10-09-2025,SALE,,d1,4M,Чартер,OW,"10,376.00",0.04,415.04,
40858902,10-09-2025,SALE,,d1,3F,Регулярка,OW,"10,234.00",0.025,255.85,
40858913,10-09-2025,SALE,,d1,C6,Чартер,OW,"21,528.00",0.045,968.76,
40858951,10-09-2025,SALE,,d1,2S,Чартер,OW,"11,463.00",0.045,515.84,
40858956,11-09-2025,SALE,,d1,3F,Регулярка,OW,"16,250.00",0.025,406.25,
40858955,11-09-2025,SALE,,d1,H4,Регулярка,OW,"5,203.00",0.045,234.14,
40858978,11-09-2025,SALE,,d1,G9,Чартер,OW,"16,202.00",0.045,729.09,
40858988,11-09-2025,SALE,,d1,ХИ,Чартер,OW,"32,180.00",0.04,"1,287.20",
40858997,11-09-2025,SALE,,d1,ТК,Чартер,OW,"4,962.00",0.045,223.29,
40859079,11-09-2025,SALE,,d1,ХИ,Чартер,OW,"26,824.00",0.04,"1,072.96",
40859204,11-09-2025,SALE,,d1,3F,Регулярка,OW,"11,211.00",0.025,280.28,
40859206,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"9,151.00",0.04,366.04,
40859215,11-09-2025,SALE,,d1,3F,Регулярка,OW,"7,152.00",0.025,178.80,
40859222,11-09-2025,SALE,,d1,ИН,Чартер,OW,"21,690.00",0.04,867.60,
40859233,11-09-2025,SALE,,d1,3F,Регулярка,RT,"23,341.00",0.025,583.53,
40859240,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,225.00",0.04,489.00,
40859246,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"7,115.00",0.04,284.60,
40859286,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,375.00",0.04,255.00,
40859331,12-09-2025,SALE,,d1,7C,Регулярка,OW,"7,884.00",0.045,354.78,
40859335,12-09-2025,SALE,,d1,7C,Регулярка,OW,"7,884.00",0.045,354.78,
40859336,11-09-2025,SALE,,d1,СУ,Чартер,OW,"24,783.00",0.025,619.58,
40859340,11-09-2025,SALE,,d1,VJ,Регулярка,OW,"6,274.00",0.045,282.33,
40859392,11-09-2025,SALE,,d1,СУ,Чартер,OW,"9,902.00",0.025,247.55,
40859399,11-09-2025,SALE,,d1,PC,Регулярка,OW,"3,797.00",0.045,170.87,
40859412,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"7,115.00",0.04,284.60,
40859413,11-09-2025,SALE,,d1,СУ,Чартер,OW,"7,702.00",0.025,192.55,
40859451,11-09-2025,SALE,,d1,3F,Регулярка,OW,"10,158.00",0.025,253.95,
40859463,11-09-2025,SALE,,d1,C6,Чартер,OW,"20,488.00",0.045,921.96,
40859507,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"7,115.00",0.04,284.60,
40859505,11-09-2025,SALE,,d1,3F,Регулярка,OW,"8,173.00",0.025,204.33,
40859516,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,916.00",0.04,516.64,
40859596,11-09-2025,SALE,,d1,C6,Чартер,OW,"24,793.00",0.045,"1,115.69",
40859635,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"8,642.00",0.04,345.68,
40859652,11-09-2025,SALE,,d1,СУ,Чартер,OW,"19,462.00",0.025,486.55,
40859647,11-09-2025,SALE,,d1,СУ,Чартер,OW,"12,614.00",0.025,315.35,
40859669,11-09-2025,SALE,,d1,СУ,Чартер,OW,"5,257.00",0.025,131.43,
40859705,11-09-2025,SALE,,d1,C6,Чартер,OW,"6,646.00",0.045,299.07,
40859707,11-09-2025,SALE,,d1,3F,Регулярка,OW,"9,221.00",0.025,230.53,
40859778,11-09-2025,SALE,,d1,2S,Чартер,OW,"8,944.00",0.045,402.48,
40859793,11-09-2025,SALE,,d1,2S,Чартер,OW,"16,712.00",0.045,752.04,
40859806,11-09-2025,SALE,,d1,ТК,Чартер,OW,"23,220.00",0.045,"1,044.90",
40859864,11-09-2025,SALE,,d1,СУ,Чартер,OW,"3,155.00",0.025,78.88,
40859891,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"8,642.00",0.04,345.68,
40859903,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"4,979.00",0.04,199.16,
40859919,11-09-2025,SALE,,d1,VJ,Регулярка,OW,"12,400.00",0.045,558.00,
40859915,11-09-2025,SALE,,d1,СУ,Чартер,OW,"5,269.00",0.025,131.73,
40859920,11-09-2025,SALE,,d1,СУ,Чартер,OW,"3,162.00",0.025,79.05,
40859916,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"11,627.00",0.04,465.08,
40859929,11-09-2025,SALE,,d1,4V,Чартер,OW,"9,095.00",0.04,363.80,
40859960,11-09-2025,SALE,,d1,C6,Чартер,OW,"10,649.00",0.045,479.21,
40859976,11-09-2025,SALE,,d1,FR,Регулярка,OW,"2,106.00",0.045,94.77,
40859982,11-09-2025,SALE,,d1,FR,Регулярка,OW,"1,567.00",0.045,70.52,
40859997,11-09-2025,SALE,,d1,FR,Регулярка,OW,"2,106.00",0.045,94.77,
40859995,11-09-2025,SALE,,d1,U2,Регулярка,OW,"2,995.00",0.045,134.78,
40860007,11-09-2025,SALE,,d1,2S,Чартер,OW,"8,944.00",0.045,402.48,
40860015,11-09-2025,SALE,,d1,FR,Регулярка,OW,"1,568.00",0.045,70.56,
40860026,11-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40860031,11-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40860044,11-09-2025,SALE,,d1,3F,Регулярка,OW,"8,150.00",0.025,203.75,
40860036,11-09-2025,SALE,,d1,PC,Регулярка,OW,"2,173.00",0.045,97.79,
40860059,11-09-2025,SALE,,d1,СУ,Чартер,OW,"9,472.00",0.025,236.80,
40860089,11-09-2025,SALE,,d1,СУ,Чартер,OW,"8,420.00",0.025,210.50,
40860097,11-09-2025,SALE,,d1,JT,Регулярка,OW,"3,431.00",0.045,154.40,
40860115,11-09-2025,SALE,,d1,"NO,U2",Регулярка,RT,"28,265.00",0.045,"1,271.93",
40860104,11-09-2025,SALE,,d1,3F,Регулярка,OW,"8,709.00",0.025,217.73,
40860155,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,203.00",0.04,488.12,
40860171,11-09-2025,SALE,,d1,G9,Чартер,OW,"16,158.00",0.045,727.11,
40860177,11-09-2025,SALE,,d1,UO,Регулярка,OW,"8,944.00",0.045,402.48,
40860167,11-09-2025,SALE,,d1,FR,Регулярка,OW,"2,828.00",0.045,127.26,
40860192,11-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40860202,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"16,783.00",0.04,671.32,
40860197,11-09-2025,SALE,,d1,2S,Чартер,OW,"11,723.00",0.045,527.54,
40860201,11-09-2025,SALE,,d1,YT,Регулярка,RT,"13,618.00",0.045,612.81,
40860208,11-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40860236,11-09-2025,SALE,,d1,IA,Чартер,OW,"31,374.00",0.04,"1,254.96",
40860234,11-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40860244,11-09-2025,SALE,,d1,УР,Чартер,OW,"6,631.00",0.04,265.24,
40860309,11-09-2025,SALE,,d1,C6,Чартер,OW,"21,040.00",0.045,946.80,
40860367,11-09-2025,SALE,,d1,СУ,Чартер,OW,"6,315.00",0.025,157.88,
40860381,11-09-2025,SALE,,d1,JT,Регулярка,OW,"5,408.00",0.045,243.36,
40860453,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"9,049.00",0.04,361.96,
40860456,11-09-2025,SALE,,d1,ТК,Регулярка,RT,"7,665.00",0.045,344.93,
40860527,11-09-2025,SALE,,d1,FR,Регулярка,OW,"2,640.00",0.045,118.80,
40860550,11-09-2025,SALE,,d1,2S,Чартер,OW,"9,064.00",0.045,407.88,
40860578,11-09-2025,SALE,,d1,2S,Чартер,OW,"7,468.00",0.045,336.06,
40860619,11-09-2025,SALE,,d1,FR,Регулярка,OW,"1,948.00",0.045,87.66,
40860604,11-09-2025,SALE,,d1,2S,Чартер,OW,"8,958.00",0.045,403.11,
40860639,11-09-2025,SALE,,d1,3F,Регулярка,OW,"13,373.00",0.025,334.33,
40860680,11-09-2025,SALE,,d1,SL,Регулярка,OW,"6,083.00",0.045,273.74,
40860723,11-09-2025,SALE,,d1,У6,Чартер,OW,"7,683.00",0.04,307.32,
40860749,11-09-2025,SALE,,d1,C6,Чартер,OW,"20,547.00",0.045,924.62,
40860763,11-09-2025,SALE,,d1,СУ,Чартер,OW,"12,790.00",0.025,319.75,
40860727,11-09-2025,SALE,,d1,СУ,Чартер,OW,"10,512.00",0.025,262.80,
40860803,11-09-2025,SALE,,d1,СУ,Чартер,OW,"12,790.00",0.025,319.75,
40860805,11-09-2025,SALE,,d1,СУ,Чартер,OW,"9,483.00",0.025,237.08,
40860830,11-09-2025,SALE,,d1,ХИ,Чартер,OW,"28,966.00",0.04,"1,158.64",
40860857,11-09-2025,SALE,,d1,W6,Регулярка,OW,"10,945.00",0.045,492.53,
40860817,11-09-2025,SALE,,d1,UJ,Чартер,OW,"18,141.00",0.045,816.35,
40860878,11-09-2025,SALE,,d1,C6,Чартер,OW,"27,336.00",0.045,"1,230.12",
40860934,11-09-2025,SALE,,d1,2S,Чартер,OW,"16,936.00",0.045,762.12,
40860981,11-09-2025,SALE,,d1,FR,Регулярка,OW,"3,113.00",0.045,140.09,
40861019,11-09-2025,SALE,,d1,3F,Регулярка,RT,"18,484.00",0.025,462.10,
40861085,11-09-2025,SALE,,d1,ХИ,Чартер,OW,"21,468.00",0.04,858.72,
40861081,11-09-2025,SALE,,d1,2S,Чартер,OW,"11,405.00",0.045,513.23,
40861163,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,120.00",0.04,244.80,
40861185,11-09-2025,SALE,,d1,FR,Регулярка,OW,"6,144.00",0.045,276.48,
40861244,11-09-2025,SALE,,d1,C6,Чартер,OW,"16,004.00",0.045,720.18,
40861247,11-09-2025,SALE,,d1,3F,Регулярка,OW,"8,234.00",0.025,205.85,
40861308,11-09-2025,SALE,,d1,FR,Регулярка,OW,"4,552.00",0.045,204.84,
40861302,11-09-2025,SALE,,d1,B6,Регулярка,OW,"6,564.00",0.045,295.38,
40861322,11-09-2025,SALE,,d1,7Q,Чартер,OW,"19,579.00",0.04,783.16,
40861429,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,102.00",0.04,484.08,
40861441,11-09-2025,SALE,,d1,СУ,Чартер,OW,"9,461.00",0.025,236.53,
40861451,11-09-2025,SALE,,d1,КЛ,Чартер,RT,"28,484.00",0.04,"1,139.36",
40861525,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"8,670.00",0.04,346.80,
40861490,11-09-2025,SALE,,d1,C6,Чартер,OW,"21,528.00",0.045,968.76,
40861654,11-09-2025,SALE,,d1,FR,Регулярка,OW,"3,478.00",0.045,156.51,
40861683,11-09-2025,SALE,,d1,FR,Регулярка,OW,"3,699.00",0.045,166.46,
40861709,11-09-2025,SALE,,d1,3F,Регулярка,RT,"18,489.00",0.025,462.23,
40861736,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"5,895.00",0.04,235.80,
40861764,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,730.00",0.04,549.20,
40861767,11-09-2025,SALE,,d1,СУ,Чартер,OW,"10,512.00",0.025,262.80,
40861768,11-09-2025,SALE,,d1,СУ,Чартер,OW,"12,614.00",0.025,315.35,
40861779,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,120.00",0.04,244.80,
40861793,11-09-2025,SALE,,d1,C6,Чартер,OW,"10,649.00",0.045,479.21,
40861832,11-09-2025,SALE,,d1,3F,Регулярка,OW,"4,632.00",0.025,115.80,
40861859,11-09-2025,SALE,,d1,6E,Регулярка,OW,"2,978.00",0.045,134.01,
40861869,11-09-2025,SALE,,d1,ТК,Чартер,OW,"13,976.00",0.045,628.92,
40861884,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"5,909.00",0.04,236.36,
40861937,11-09-2025,SALE,,d1,ИН,Чартер,OW,"16,090.00",0.04,643.60,
40861941,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"4,572.00",0.04,182.88,
40861980,11-09-2025,SALE,,d1,ХИ,Чартер,OW,"24,681.00",0.04,987.24,
40861982,11-09-2025,SALE,,d1,FR,Регулярка,OW,"3,331.00",0.045,149.90,
40862017,11-09-2025,SALE,,d1,СУ,Чартер,OW,"5,269.00",0.025,131.73,
40862032,11-09-2025,SALE,,d1,"TO,U2",Регулярка,RT,"12,324.00",0.045,554.58,
40862030,11-09-2025,SALE,,d1,УР,Чартер,OW,"6,739.00",0.04,269.56,
40862035,11-09-2025,SALE,,d1,ХИ,Чартер,OW,"24,681.00",0.04,987.24,
40862053,11-09-2025,SALE,,d1,VZ,Регулярка,RT,"9,578.00",0.045,431.01,
40862115,11-09-2025,SALE,,d1,FR,Регулярка,OW,"2,370.00",0.045,106.65,
40862195,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"5,793.00",0.04,231.72,
40862219,11-09-2025,SALE,,d1,3F,Регулярка,OW,"10,541.00",0.025,263.53,
40862241,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"14,238.00",0.04,569.52,
40862284,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,098.00",0.04,243.92,
40862313,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,120.00",0.04,244.80,
40862349,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"9,179.00",0.04,367.16,
40862352,11-09-2025,SALE,,d1,СУ,Чартер,OW,"7,376.00",0.025,184.40,
40862373,11-09-2025,SALE,,d1,C6,Чартер,OW,"17,309.00",0.045,778.91,
40862378,11-09-2025,SALE,,d1,FR,Регулярка,OW,"2,677.00",0.045,120.47,
40862389,11-09-2025,SALE,,d1,FR,Регулярка,OW,"6,926.00",0.045,311.67,
40862403,11-09-2025,SALE,,d1,FR,Регулярка,OW,"6,927.00",0.045,311.72,
40862430,11-09-2025,SALE,,d1,СУ,Чартер,OW,"4,737.00",0.025,118.43,
40862412,11-09-2025,SALE,,d1,PC,Регулярка,OW,"2,185.00",0.045,98.33,
40862458,11-09-2025,SALE,,d1,T6,Регулярка,OW,"5,699.00",0.045,256.46,
40862463,11-09-2025,SALE,,d1,3F,Регулярка,OW,"21,508.00",0.025,537.70,
40862444,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"7,590.00",0.04,303.60,
40862536,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"10,677.00",0.04,427.08,
40862652,11-09-2025,SALE,,d1,7Q,Чартер,OW,"19,579.00",0.04,783.16,
40862667,11-09-2025,SALE,,d1,C6,Чартер,OW,"29,512.00",0.045,"1,328.04",
40862729,11-09-2025,SALE,,d1,7Q,Чартер,OW,"19,579.00",0.04,783.16,
40862754,12-09-2025,SALE,,d1,FO,Регулярка,RT,"17,796.00",0.045,800.82,
40862759,11-09-2025,SALE,,d1,6E,Регулярка,OW,"17,228.00",0.045,775.26,
40862810,11-09-2025,SALE,,d1,СУ,Чартер,OW,"38,792.00",0.025,969.80,
40862797,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"5,895.00",0.04,235.80,
40862822,11-09-2025,SALE,,d1,NH,Регулярка,OW,"9,734.00",0.045,438.03,
40862821,11-09-2025,SALE,,d1,NH,Регулярка,OW,"9,734.00",0.045,438.03,
40862826,11-09-2025,SALE,,d1,OV,Регулярка,RT,"13,981.00",0.045,629.15,
40862847,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"5,916.00",0.04,236.64,
40862852,11-09-2025,SALE,,d1,2S,Чартер,OW,"8,958.00",0.045,403.11,
40862839,11-09-2025,SALE,,d1,C6,Чартер,OW,"15,538.00",0.045,699.21,
40862863,11-09-2025,SALE,,d1,СУ,Чартер,OW,"6,065.00",0.025,151.63,
40862872,11-09-2025,SALE,,d1,3F,Регулярка,OW,"10,296.00",0.025,257.40,
40862908,11-09-2025,SALE,,d1,C6,Чартер,OW,"21,528.00",0.045,968.76,
40862942,11-09-2025,SALE,,d1,3F,Регулярка,OW,"6,702.00",0.025,167.55,
40862949,11-09-2025,SALE,,d1,УР,Чартер,OW,"6,108.00",0.04,244.32,
40862943,11-09-2025,SALE,,d1,2S,Чартер,OW,"8,958.00",0.045,403.11,
40862961,11-09-2025,SALE,,d1,3F,Регулярка,OW,"13,380.00",0.025,334.50,
40862972,11-09-2025,SALE,,d1,FR,Регулярка,OW,"1,645.00",0.045,74.03,
40863008,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,735.00",0.04,509.40,
40863042,11-09-2025,SALE,,d1,C6,Чартер,OW,"29,512.00",0.045,"1,328.04",
40863017,11-09-2025,SALE,,d1,ХИ,Чартер,OW,"18,789.00",0.04,751.56,
40863067,11-09-2025,SALE,,d1,СУ,Чартер,OW,"4,402.00",0.025,110.05,
40863100,11-09-2025,SALE,,d1,FZ,Чартер,RT,"49,023.00",0.045,"2,206.04",
40863069,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"18,309.00",0.04,732.36,
40863146,11-09-2025,SALE,,d1,СУ,Чартер,OW,"11,026.00",0.025,275.65,
40863171,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,120.00",0.04,244.80,
40863156,11-09-2025,SALE,,d1,3F,Регулярка,RT,"55,799.00",0.025,"1,394.98",
40863160,11-09-2025,SALE,,d1,C6,Чартер,OW,"18,147.00",0.045,816.62,
40863195,11-09-2025,SALE,,d1,C6,Чартер,OW,"10,649.00",0.045,479.21,
40863205,11-09-2025,SALE,,d1,СУ,Чартер,OW,"13,230.00",0.025,330.75,
40863261,11-09-2025,SALE,,d1,C6,Чартер,OW,"17,309.00",0.045,778.91,
40863151,11-09-2025,SALE,,d1,C6,Чартер,OW,"16,230.00",0.045,730.35,
40863316,11-09-2025,SALE,,d1,C6,Чартер,OW,"16,230.00",0.045,730.35,
40863356,11-09-2025,SALE,,d1,C6,Чартер,OW,"26,900.00",0.045,"1,210.50",
40863371,11-09-2025,SALE,,d1,MH,Регулярка,OW,"6,509.00",0.045,292.91,
40863382,11-09-2025,SALE,,d1,7Q,Чартер,OW,"19,579.00",0.04,783.16,
40863380,11-09-2025,SALE,,d1,3F,Регулярка,RT,"18,498.00",0.025,462.45,
40863370,11-09-2025,SALE,,d1,C6,Чартер,OW,"18,147.00",0.045,816.62,
40863410,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,713.00",0.04,508.52,
40863441,11-09-2025,SALE,,d1,7Q,Чартер,OW,"19,579.00",0.04,783.16,
40863445,11-09-2025,SALE,,d1,СУ,Чартер,OW,"6,616.00",0.025,165.40,
40863446,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"5,814.00",0.04,232.56,
40863447,11-09-2025,SALE,,d1,В2,Чартер,RT,"89,041.00",0.04,"3,561.64",
40863476,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"5,101.00",0.04,204.04,
40863511,11-09-2025,SALE,,d1,ТК,Регулярка,OW,"4,364.00",0.045,196.38,
40863525,11-09-2025,SALE,,d1,H4,Регулярка,OW,"5,854.00",0.045,263.43,
40863555,11-09-2025,SALE,,d1,FZ,Чартер,RT,"45,330.00",0.045,"2,039.85",
40863600,11-09-2025,SALE,,d1,PC,Регулярка,OW,"4,773.00",0.045,214.79,
40863608,11-09-2025,SALE,,d1,C6,Чартер,OW,"18,388.00",0.045,827.46,
40863655,11-09-2025,SALE,,d1,C6,Чартер,OW,"18,147.00",0.045,816.62,
40863667,11-09-2025,SALE,,d1,C6,Чартер,OW,"26,900.00",0.045,"1,210.50",
40863679,11-09-2025,SALE,,d1,C6,Чартер,OW,"21,528.00",0.045,968.76,
40863699,11-09-2025,SALE,,d1,СУ,Чартер,OW,"5,514.00",0.025,137.85,
40863698,11-09-2025,SALE,,d1,FR,Регулярка,RT,"10,998.00",0.045,494.91,
40863706,11-09-2025,SALE,,d1,FR,Регулярка,RT,"11,109.00",0.045,499.91,
40863705,11-09-2025,SALE,,d1,PC,Чартер,OW,"9,361.00",0.045,421.25,
40863723,12-09-2025,SALE,,d1,VF,Регулярка,OW,"10,517.00",0.045,473.27,
40863780,11-09-2025,SALE,,d1,FR,Регулярка,OW,"4,747.00",0.045,213.62,
40863786,11-09-2025,SALE,,d1,4S,Чартер,OW,"8,915.00",0.045,401.18,
40863821,11-09-2025,SALE,,d1,3F,Регулярка,OW,"23,894.00",0.025,597.35,
40863862,12-09-2025,SALE,,d1,C6,Чартер,OW,"19,466.00",0.045,875.97,
40863875,12-09-2025,SALE,,d1,3F,Регулярка,OW,"13,479.00",0.025,336.98,
40863927,12-09-2025,SALE,,d1,FR,Регулярка,OW,"2,702.00",0.045,121.59,
40863944,12-09-2025,SALE,,d1,PC,Регулярка,OW,"2,179.00",0.045,98.06,
40863986,12-09-2025,SALE,,d1,FR,Регулярка,OW,"2,670.00",0.045,120.15,
40864003,12-09-2025,SALE,,d1,PC,Регулярка,OW,"3,793.00",0.045,170.69,
40864010,12-09-2025,SALE,,d1,C6,Чартер,OW,"10,649.00",0.045,479.21,
40864037,12-09-2025,SALE,,d1,C6,Чартер,OW,"29,512.00",0.045,"1,328.04",
40864060,12-09-2025,SALE,,d1,3F,Регулярка,OW,"17,901.00",0.025,447.53,
40864111,12-09-2025,SALE,,d1,КЛ,Чартер,OW,"9,151.00",0.04,366.04,
40864119,12-09-2025,SALE,,d1,VJ,Регулярка,OW,"8,428.00",0.045,379.26,
40864143,12-09-2025,SALE,,d1,OG,Регулярка,OW,"16,136.00",0.045,726.12,
40864174,12-09-2025,SALE,,d1,C6,Чартер,OW,"17,309.00",0.045,778.91,
40864190,12-09-2025,SALE,,d1,VZ,Регулярка,OW,"7,125.00",0.045,320.63,
40864197,12-09-2025,SALE,,d1,6E,Регулярка,OW,"6,532.00",0.045,293.94,
40864255,12-09-2025,SALE,,d1,КЛ,Чартер,OW,"10,677.00",0.04,427.08,
40864347,12-09-2025,SALE,,d1,КЛ,Чартер,OW,"5,437.00",0.04,217.48,
40864350,12-09-2025,SALE,,d1,СУ,Чартер,OW,"6,052.00",0.025,151.30,
40864352,12-09-2025,SALE,,d1,КЛ,Чартер,OW,"6,834.00",0.04,273.36,
40864365,12-09-2025,SALE,,d1,КЛ,Чартер,OW,"5,457.00",0.04,218.28,
40864410,12-09-2025,SALE,,d1,СУ,Чартер,OW,"5,789.00",0.025,144.73,
40864425,12-09-2025,SALE,,d1,ХИ,Чартер,OW,"27,974.00",0.04,"1,118.96",
40864451,12-09-2025,SALE,,d1,2S,Чартер,OW,"11,723.00",0.045,527.54,
40864427,12-09-2025,SALE,,d1,3F,Регулярка,OW,"8,771.00",0.025,219.28,
40864489,12-09-2025,SALE,,d1,ХИ,Чартер,OW,"20,396.00",0.04,815.84,
40864494,12-09-2025,SALE,,d1,7Q,Чартер,OW,"19,579.00",0.04,783.16,
40864509,12-09-2025,SALE,,d1,3F,Регулярка,OW,"8,770.00",0.025,219.25,
40864535,12-09-2025,SALE,,d1,ХИ,Чартер,OW,"20,396.00",0.04,815.84,
40864561,12-09-2025,SALE,,d1,7Q,Чартер,OW,"19,579.00",0.04,783.16,
40864589,12-09-2025,SALE,,d1,ХИ,Чартер,OW,"25,752.00",0.04,"1,030.08",
40864595,12-09-2025,SALE,,d1,УР,Чартер,OW,"5,267.00",0.04,210.68,
40864609,12-09-2025,SALE,,d1,C6,Чартер,OW,"20,547.00",0.045,924.62,
40864614,12-09-2025,SALE,,d1,C6,Чартер,OW,"29,512.00",0.045,"1,328.04",
40864661,12-09-2025,SALE,,d1,СУ,Чартер,OW,"10,512.00",0.025,262.80,
40864675,12-09-2025,SALE,,d1,УР,Чартер,OW,"6,108.00",0.04,244.32,
40864740,12-09-2025,SALE,,d1,СУ,Чартер,OW,"20,018.00",0.025,500.45,
40864735,12-09-2025,SALE,,d1,СУ,Чартер,OW,"5,269.00",0.025,131.73,
40864755,12-09-2025,SALE,,d1,JT,Регулярка,OW,"5,241.00",0.045,235.85,
40864761,12-09-2025,SALE,,d1,СУ,Чартер,OW,"10,516.00",0.04,420.64,
40864787,12-09-2025,SALE,,d1,C6,Чартер,OW,"29,512.00",0.045,"1,328.04",
40864876,12-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,957.00",0.04,558.28,
40864907,12-09-2025,SALE,,d1,КЛ,Чартер,OW,"7,131.00",0.04,285.24,
40864931,12-09-2025,SALE,,d1,СУ,Чартер,OW,"19,087.00",0.025,477.18,
40864926,12-09-2025,SALE,,d1,СУ,Чартер,OW,"16,224.00",0.025,405.60,
